Date,Station,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Heat,Cool,Sunrise,Sunset,CodeSum,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,month,year,week,YearWeek,rh,daily_Tavg_lag_1,daily_Tavg_lag_2,daily_Tavg_lag_3,daily_Tavg_lag_4,daily_Tavg_lag_5,daily_rh_lag_1,daily_rh_lag_2,daily_rh_lag_3,daily_rh_lag_4,daily_rh_lag_5,weekly_Tavg_lag_1,weekly_Tavg_lag_2,weekly_Tavg_lag_3,weekly_Tavg_lag_4,weekly_Tavg_lag_5,weekly_rh_lag_1,weekly_rh_lag_2,weekly_rh_lag_3,weekly_rh_lag_4,weekly_rh_lag_5,weekly_precip_lag_1,weekly_precip_lag_2,weekly_precip_lag_3,weekly_precip_lag_4,weekly_precip_lag_5,weekly_StnPressure_lag_1,weekly_StnPressure_lag_2,weekly_StnPressure_lag_3,weekly_StnPressure_lag_4,weekly_StnPressure_lag_5,weekly_SeaLevel_lag_1,weekly_SeaLevel_lag_2,weekly_SeaLevel_lag_3,weekly_SeaLevel_lag_4,weekly_SeaLevel_lag_5
2007-10-28,1,56,34,45.0,-2,30,39,20, 0,0619,1651, ,0.0,29.79,30.52,3.4,23,4.2,10,2007,43,200743,55.45602520339432,46.0,59.0,50.0,49.0,50.5,73.48519171254544,66.8524755042766,65.77346788533985,58.319139258529695,57.3842549455302,62.285714285714285,55.92857142857143,70.07142857142857,67.85714285714286,70.07142857142857,66.51625611417529,64.28376427955949,70.84225426742275,58.67537795674888,56.67062963362372,0.09428571428571428,0.03571428571428571,0.054285714285714284,0.08571428571428573,0.0,28.982857142857142,29.26571428571429,29.297142857142855,29.342857142857145,29.365714285714287,29.704285714285714,29.990000000000002,30.012857142857143,30.062857142857144,30.084285714285716
2007-10-29,1,61,39,50.0, 3,32,42,15, 0,0620,1650, ,0.0,29.63,30.4,10.2,22,10.4,10,2007,44,200744,49.83113518218205,45.0,46.0,59.0,50.0,49.0,55.45602520339432,73.48519171254544,66.8524755042766,65.77346788533985,58.319139258529695,50.857142857142854,62.285714285714285,55.92857142857143,70.07142857142857,67.85714285714286,63.95848421237419,66.51625611417529,64.28376427955949,70.84225426742275,58.67537795674888,0.08571428571428572,0.09428571428571428,0.03571428571428571,0.054285714285714284,0.08571428571428573,29.435714285714287,28.982857142857142,29.26571428571429,29.297142857142855,29.342857142857145,30.157142857142855,29.704285714285714,29.990000000000002,30.012857142857143,30.062857142857144
2007-10-30,1,66,41,53.5, 8,38,46,11, 0,0622,1649, ,0.0,29.43,30.2,12.2,20,12.5,10,2007,44,200744,55.590213781635434,50.0,45.0,46.0,59.0,50.0,49.83113518218205,55.45602520339432,73.48519171254544,66.8524755042766,65.77346788533985,50.857142857142854,62.285714285714285,55.92857142857143,70.07142857142857,67.85714285714286,63.95848421237419,66.51625611417529,64.28376427955949,70.84225426742275,58.67537795674888,0.08571428571428572,0.09428571428571428,0.03571428571428571,0.054285714285714284,0.08571428571428573,29.435714285714287,28.982857142857142,29.26571428571429,29.297142857142855,29.342857142857145,30.157142857142855,29.704285714285714,29.990000000000002,30.012857142857143,30.062857142857144
2007-10-31,1,62,41,51.5, 6,37,46,13, 0,0623,1647, ,0.0,29.3,30.02,12.2,25,14.3,10,2007,44,200744,57.52604652089541,53.5,50.0,45.0,46.0,59.0,55.590213781635434,49.83113518218205,55.45602520339432,73.48519171254544,66.8524755042766,50.857142857142854,62.285714285714285,55.92857142857143,70.07142857142857,67.85714285714286,63.95848421237419,66.51625611417529,64.28376427955949,70.84225426742275,58.67537795674888,0.08571428571428572,0.09428571428571428,0.03571428571428571,0.054285714285714284,0.08571428571428573,29.435714285714287,28.982857142857142,29.26571428571429,29.297142857142855,29.342857142857145,30.157142857142855,29.704285714285714,29.990000000000002,30.012857142857143,30.062857142857144
2008-05-01,1,74,48,61.0, 8,51,56,4, 0,0448,1849, ,0.0,28.95,29.67,10.6,16,11.5,5,2008,18,200818,69.62062770304101,51.5,53.5,50.0,45.0,46.0,57.52604652089541,55.590213781635434,49.83113518218205,55.45602520339432,73.48519171254544,51.666666666666664,50.857142857142854,62.285714285714285,55.92857142857143,70.07142857142857,54.3157984949043,63.95848421237419,66.51625611417529,64.28376427955949,70.84225426742275,0.0,0.08571428571428572,0.09428571428571428,0.03571428571428571,0.054285714285714284,29.453333333333333,29.435714285714287,28.982857142857142,29.26571428571429,29.297142857142855,30.206666666666667,30.157142857142855,29.704285714285714,29.990000000000002,30.012857142857143
2008-05-02,1,74,51,62.5, 9,55,58,2, 0,0447,1850,TSRA RA BR,1.28,28.79,29.53,13.8,20,15.1,5,2008,18,200818,76.46325718285942,61.0,51.5,53.5,50.0,45.0,69.62062770304101,57.52604652089541,55.590213781635434,49.83113518218205,55.45602520339432,51.666666666666664,50.857142857142854,62.285714285714285,55.92857142857143,70.07142857142857,54.3157984949043,63.95848421237419,66.51625611417529,64.28376427955949,70.84225426742275,0.0,0.08571428571428572,0.09428571428571428,0.03571428571428571,0.054285714285714284,29.453333333333333,29.435714285714287,28.982857142857142,29.26571428571429,29.297142857142855,30.206666666666667,30.157142857142855,29.704285714285714,29.990000000000002,30.012857142857143
2008-05-03,1,56,43,49.5,-4,41,46,15, 0,0446,1851,RA,0.1,29.01,29.69,10.4,25,12.7,5,2008,18,200818,72.42338828915123,62.5,61.0,51.5,53.5,50.0,76.46325718285942,69.62062770304101,57.52604652089541,55.590213781635434,49.83113518218205,51.666666666666664,50.857142857142854,62.285714285714285,55.92857142857143,70.07142857142857,54.3157984949043,63.95848421237419,66.51625611417529,64.28376427955949,70.84225426742275,0.0,0.08571428571428572,0.09428571428571428,0.03571428571428571,0.054285714285714284,29.453333333333333,29.435714285714287,28.982857142857142,29.26571428571429,29.297142857142855,30.206666666666667,30.157142857142855,29.704285714285714,29.990000000000002,30.012857142857143
2008-05-04,1,65,38,51.5,-2,34,45,13, 0,0444,1852, ,0.0,29.31,30.02,5.6,24,6.3,5,2008,18,200818,51.074358033282785,49.5,62.5,61.0,51.5,53.5,72.42338828915123,76.46325718285942,69.62062770304101,57.52604652089541,55.590213781635434,51.666666666666664,50.857142857142854,62.285714285714285,55.92857142857143,70.07142857142857,54.3157984949043,63.95848421237419,66.51625611417529,64.28376427955949,70.84225426742275,0.0,0.08571428571428572,0.09428571428571428,0.03571428571428571,0.054285714285714284,29.453333333333333,29.435714285714287,28.982857142857142,29.26571428571429,29.297142857142855,30.206666666666667,30.157142857142855,29.704285714285714,29.990000000000002,30.012857142857143
2008-05-05,1,75,50,62.5, 8,38,50,2, 0,0443,1853, ,0.0,29.27,29.99,4.4,26,7.0,5,2008,19,200819,40.242469302259174,51.5,49.5,62.5,61.0,51.5,51.074358033282785,72.42338828915123,76.46325718285942,69.62062770304101,57.52604652089541,56.125,51.666666666666664,50.857142857142854,62.285714285714285,55.92857142857143,67.39540780208361,54.3157984949043,63.95848421237419,66.51625611417529,64.28376427955949,0.34500000000000003,0.0,0.08571428571428572,0.09428571428571428,0.03571428571428571,29.015,29.453333333333333,29.435714285714287,28.982857142857142,29.26571428571429,29.7275,30.206666666666667,30.157142857142855,29.704285714285714,29.990000000000002
2008-05-06,1,81,46,63.5, 9,44,55,1, 0,0442,1855, ,0.0,29.16,29.88,6.3,22,7.1,5,2008,19,200819,49.00307086090008,62.5,51.5,49.5,62.5,61.0,40.242469302259174,51.074358033282785,72.42338828915123,76.46325718285942,69.62062770304101,56.125,51.666666666666664,50.857142857142854,62.285714285714285,55.92857142857143,67.39540780208361,54.3157984949043,63.95848421237419,66.51625611417529,64.28376427955949,0.34500000000000003,0.0,0.08571428571428572,0.09428571428571428,0.03571428571428571,29.015,29.453333333333333,29.435714285714287,28.982857142857142,29.26571428571429,29.7275,30.206666666666667,30.157142857142855,29.704285714285714,29.990000000000002
2008-05-07,1,70,49,59.5, 5,52,56,5, 0,0441,1856,RA BR,0.76,28.97,29.69,3.5,23,12.3,5,2008,19,200819,76.19590110684396,63.5,62.5,51.5,49.5,62.5,49.00307086090008,40.242469302259174,51.074358033282785,72.42338828915123,76.46325718285942,56.125,51.666666666666664,50.857142857142854,62.285714285714285,55.92857142857143,67.39540780208361,54.3157984949043,63.95848421237419,66.51625611417529,64.28376427955949,0.34500000000000003,0.0,0.08571428571428572,0.09428571428571428,0.03571428571428571,29.015,29.453333333333333,29.435714285714287,28.982857142857142,29.26571428571429,29.7275,30.206666666666667,30.157142857142855,29.704285714285714,29.990000000000002
2008-05-08,1,59,45,52.0,-4,35,44,13, 0,0439,1857, ,0.0,29.08,29.82,12.2,5,12.6,5,2008,19,200819,52.17862386930955,59.5,63.5,62.5,51.5,49.5,76.19590110684396,49.00307086090008,40.242469302259174,51.074358033282785,72.42338828915123,56.125,51.666666666666664,50.857142857142854,62.285714285714285,55.92857142857143,67.39540780208361,54.3157984949043,63.95848421237419,66.51625611417529,64.28376427955949,0.34500000000000003,0.0,0.08571428571428572,0.09428571428571428,0.03571428571428571,29.015,29.453333333333333,29.435714285714287,28.982857142857142,29.26571428571429,29.7275,30.206666666666667,30.157142857142855,29.704285714285714,29.990000000000002
2008-05-09,1,58,41,49.5,-6,34,43,15, 0,0438,1858, ,0.0,29.15,29.85,6.3,3,6.9,5,2008,19,200819,55.00663092781688,52.0,59.5,63.5,62.5,51.5,52.17862386930955,76.19590110684396,49.00307086090008,40.242469302259174,51.074358033282785,56.125,51.666666666666664,50.857142857142854,62.285714285714285,55.92857142857143,67.39540780208361,54.3157984949043,63.95848421237419,66.51625611417529,64.28376427955949,0.34500000000000003,0.0,0.08571428571428572,0.09428571428571428,0.03571428571428571,29.015,29.453333333333333,29.435714285714287,28.982857142857142,29.26571428571429,29.7275,30.206666666666667,30.157142857142855,29.704285714285714,29.990000000000002
2008-05-10,1,61,38,49.5,-6,37,45,15, 0,0437,1859, ,0.0,29.08,29.85,5.9,7,6.3,5,2008,19,200819,61.95504224740881,49.5,52.0,59.5,63.5,62.5,55.00663092781688,52.17862386930955,76.19590110684396,49.00307086090008,40.242469302259174,56.125,51.666666666666664,50.857142857142854,62.285714285714285,55.92857142857143,67.39540780208361,54.3157984949043,63.95848421237419,66.51625611417529,64.28376427955949,0.34500000000000003,0.0,0.08571428571428572,0.09428571428571428,0.03571428571428571,29.015,29.453333333333333,29.435714285714287,28.982857142857142,29.26571428571429,29.7275,30.206666666666667,30.157142857142855,29.704285714285714,29.990000000000002
2008-05-11,1,58,46,52.0,-5,43,47,13, 0,0436,1860,RA BR,0.95,28.85,29.55,14.5,2,17.7,5,2008,19,200819,71.3025763164694,49.5,49.5,52.0,59.5,63.5,61.95504224740881,55.00663092781688,52.17862386930955,76.19590110684396,49.00307086090008,56.125,51.666666666666664,50.857142857142854,62.285714285714285,55.92857142857143,67.39540780208361,54.3157984949043,63.95848421237419,66.51625611417529,64.28376427955949,0.34500000000000003,0.0,0.08571428571428572,0.09428571428571428,0.03571428571428571,29.015,29.453333333333333,29.435714285714287,28.982857142857142,29.26571428571429,29.7275,30.206666666666667,30.157142857142855,29.704285714285714,29.990000000000002
2008-05-12,1,56,40,48.0,-9,38,43,17, 0,0435,1901, ,0.0,29.26,29.96,5.1,7,7.8,5,2008,20,200820,68.1533852162,52.0,49.5,49.5,52.0,59.5,71.3025763164694,61.95504224740881,55.00663092781688,52.17862386930955,76.19590110684396,55.5,56.125,51.666666666666664,50.857142857142854,62.285714285714285,57.983473518715414,67.39540780208361,54.3157984949043,63.95848421237419,66.51625611417529,0.24428571428571427,0.34500000000000003,0.0,0.08571428571428572,0.09428571428571428,29.080000000000002,29.015,29.453333333333333,29.435714285714287,28.982857142857142,29.804285714285715,29.7275,30.206666666666667,30.157142857142855,29.704285714285714
2008-05-13,1,73,40,56.5,-1,45,51,8, 0,0434,1902,TSRA RA,0.08,29.2,29.93,15.5,18,15.9,5,2008,20,200820,65.30624143372744,48.0,52.0,49.5,49.5,52.0,68.1533852162,71.3025763164694,61.95504224740881,55.00663092781688,52.17862386930955,55.5,56.125,51.666666666666664,50.857142857142854,62.285714285714285,57.983473518715414,67.39540780208361,54.3157984949043,63.95848421237419,66.51625611417529,0.24428571428571427,0.34500000000000003,0.0,0.08571428571428572,0.09428571428571428,29.080000000000002,29.015,29.453333333333333,29.435714285714287,28.982857142857142,29.804285714285715,29.7275,30.206666666666667,30.157142857142855,29.704285714285714
2008-05-14,1,64,45,54.5,-3,48,52,10, 0,0433,1903,DZ BR,0.02,29.19,29.89,2.0,25,9.6,5,2008,20,200820,78.6410573501231,56.5,48.0,52.0,49.5,49.5,65.30624143372744,68.1533852162,71.3025763164694,61.95504224740881,55.00663092781688,55.5,56.125,51.666666666666664,50.857142857142854,62.285714285714285,57.983473518715414,67.39540780208361,54.3157984949043,63.95848421237419,66.51625611417529,0.24428571428571427,0.34500000000000003,0.0,0.08571428571428572,0.09428571428571428,29.080000000000002,29.015,29.453333333333333,29.435714285714287,28.982857142857142,29.804285714285715,29.7275,30.206666666666667,30.157142857142855,29.704285714285714
2008-05-15,1,57,43,50.0,-8,37,45,15, 0,0432,1904, ,0.0,29.33,30.05,6.8,5,7.9,5,2008,20,200820,60.81309463361997,54.5,56.5,48.0,52.0,49.5,78.6410573501231,65.30624143372744,68.1533852162,71.3025763164694,61.95504224740881,55.5,56.125,51.666666666666664,50.857142857142854,62.285714285714285,57.983473518715414,67.39540780208361,54.3157984949043,63.95848421237419,66.51625611417529,0.24428571428571427,0.34500000000000003,0.0,0.08571428571428572,0.09428571428571428,29.080000000000002,29.015,29.453333333333333,29.435714285714287,28.982857142857142,29.804285714285715,29.7275,30.206666666666667,30.157142857142855,29.704285714285714
2008-05-16,1,73,40,56.5,-2,41,50,8, 0,0431,1905, ,0.0,29.1,29.86,8.9,25,9.4,5,2008,20,200820,56.02174301327527,50.0,54.5,56.5,48.0,52.0,60.81309463361997,78.6410573501231,65.30624143372744,68.1533852162,71.3025763164694,55.5,56.125,51.666666666666664,50.857142857142854,62.285714285714285,57.983473518715414,67.39540780208361,54.3157984949043,63.95848421237419,66.51625611417529,0.24428571428571427,0.34500000000000003,0.0,0.08571428571428572,0.09428571428571428,29.080000000000002,29.015,29.453333333333333,29.435714285714287,28.982857142857142,29.804285714285715,29.7275,30.206666666666667,30.157142857142855,29.704285714285714
2008-05-17,1,73,52,62.5, 4,41,52,2, 0,0430,1906,RA,0.12,28.87,29.61,12.9,30,14.7,5,2008,20,200820,45.22947957690893,56.5,50.0,54.5,56.5,48.0,56.02174301327527,60.81309463361997,78.6410573501231,65.30624143372744,68.1533852162,55.5,56.125,51.666666666666664,50.857142857142854,62.285714285714285,57.983473518715414,67.39540780208361,54.3157984949043,63.95848421237419,66.51625611417529,0.24428571428571427,0.34500000000000003,0.0,0.08571428571428572,0.09428571428571428,29.080000000000002,29.015,29.453333333333333,29.435714285714287,28.982857142857142,29.804285714285715,29.7275,30.206666666666667,30.157142857142855,29.704285714285714
2008-05-18,1,55,44,49.5,-10,39,45,15, 0,0429,1907, ,0.0,28.93,29.64,3.5,34,8.2,5,2008,20,200820,67.0085613328086,62.5,56.5,50.0,54.5,56.5,45.22947957690893,56.02174301327527,60.81309463361997,78.6410573501231,65.30624143372744,55.5,56.125,51.666666666666664,50.857142857142854,62.285714285714285,57.983473518715414,67.39540780208361,54.3157984949043,63.95848421237419,66.51625611417529,0.24428571428571427,0.34500000000000003,0.0,0.08571428571428572,0.09428571428571428,29.080000000000002,29.015,29.453333333333333,29.435714285714287,28.982857142857142,29.804285714285715,29.7275,30.206666666666667,30.157142857142855,29.704285714285714
2008-05-19,1,60,40,50.0,-10,33,43,15, 0,0428,1908,RA,0.1,28.96,29.69,3.9,7,5.7,5,2008,21,200821,51.874970116438256,49.5,62.5,56.5,50.0,54.5,67.0085613328086,45.22947957690893,56.02174301327527,60.81309463361997,78.6410573501231,53.92857142857143,55.5,56.125,51.666666666666664,50.857142857142854,63.0247946509519,57.983473518715414,67.39540780208361,54.3157984949043,63.95848421237419,0.03142857142857143,0.24428571428571427,0.34500000000000003,0.0,0.08571428571428572,29.125714285714285,29.080000000000002,29.015,29.453333333333333,29.435714285714287,29.84857142857143,29.804285714285715,29.7275,30.206666666666667,30.157142857142855
2008-05-20,1,66,47,56.5,-4,37,47,8, 0,0427,1909, ,0.0,28.94,29.66,7.3,31,9.2,5,2008,21,200821,47.92415181272135,50.0,49.5,62.5,56.5,50.0,51.874970116438256,67.0085613328086,45.22947957690893,56.02174301327527,60.81309463361997,53.92857142857143,55.5,56.125,51.666666666666664,50.857142857142854,63.0247946509519,57.983473518715414,67.39540780208361,54.3157984949043,63.95848421237419,0.03142857142857143,0.24428571428571427,0.34500000000000003,0.0,0.08571428571428572,29.125714285714285,29.080000000000002,29.015,29.453333333333333,29.435714285714287,29.84857142857143,29.804285714285715,29.7275,30.206666666666667,30.157142857142855
2008-05-21,1,66,41,53.5,-7,36,46,11, 0,0426,1910, ,0.0,29.0,29.7,7.2,32,9.2,5,2008,21,200821,51.37958696242545,56.5,50.0,49.5,62.5,56.5,47.92415181272135,51.874970116438256,67.0085613328086,45.22947957690893,56.02174301327527,53.92857142857143,55.5,56.125,51.666666666666664,50.857142857142854,63.0247946509519,57.983473518715414,67.39540780208361,54.3157984949043,63.95848421237419,0.03142857142857143,0.24428571428571427,0.34500000000000003,0.0,0.08571428571428572,29.125714285714285,29.080000000000002,29.015,29.453333333333333,29.435714285714287,29.84857142857143,29.804285714285715,29.7275,30.206666666666667,30.157142857142855
2008-05-22,1,59,45,52.0,-9,38,45,13, 0,0425,1911, ,0.0,29.24,29.94,8.8,5,9.8,5,2008,21,200821,58.73821122428286,53.5,56.5,50.0,49.5,62.5,51.37958696242545,47.92415181272135,51.874970116438256,67.0085613328086,45.22947957690893,53.92857142857143,55.5,56.125,51.666666666666664,50.857142857142854,63.0247946509519,57.983473518715414,67.39540780208361,54.3157984949043,63.95848421237419,0.03142857142857143,0.24428571428571427,0.34500000000000003,0.0,0.08571428571428572,29.125714285714285,29.080000000000002,29.015,29.453333333333333,29.435714285714287,29.84857142857143,29.804285714285715,29.7275,30.206666666666667,30.157142857142855
2008-05-23,1,57,46,51.5,-9,39,45,13, 0,0425,1912, ,0.0,29.41,30.12,10.7,3,10.9,5,2008,21,200821,62.21830341324059,52.0,53.5,56.5,50.0,49.5,58.73821122428286,51.37958696242545,47.92415181272135,51.874970116438256,67.0085613328086,53.92857142857143,55.5,56.125,51.666666666666664,50.857142857142854,63.0247946509519,57.983473518715414,67.39540780208361,54.3157984949043,63.95848421237419,0.03142857142857143,0.24428571428571427,0.34500000000000003,0.0,0.08571428571428572,29.125714285714285,29.080000000000002,29.015,29.453333333333333,29.435714285714287,29.84857142857143,29.804285714285715,29.7275,30.206666666666667,30.157142857142855
2008-05-24,1,67,40,53.5,-8,40,48,11, 0,0424,1913, ,0.0,29.44,30.18,7.4,7,8.4,5,2008,21,200821,60.103383374499316,51.5,52.0,53.5,56.5,50.0,62.21830341324059,58.73821122428286,51.37958696242545,47.92415181272135,51.874970116438256,53.92857142857143,55.5,56.125,51.666666666666664,50.857142857142854,63.0247946509519,57.983473518715414,67.39540780208361,54.3157984949043,63.95848421237419,0.03142857142857143,0.24428571428571427,0.34500000000000003,0.0,0.08571428571428572,29.125714285714285,29.080000000000002,29.015,29.453333333333333,29.435714285714287,29.84857142857143,29.804285714285715,29.7275,30.206666666666667,30.157142857142855
2008-05-25,1,78,44,61.0,-1,50,57,4, 0,0423,1914,TSRA,0.1,29.18,29.93,10.3,18,11.9,5,2008,21,200821,67.0860046610338,53.5,51.5,52.0,53.5,56.5,60.103383374499316,62.21830341324059,58.73821122428286,51.37958696242545,47.92415181272135,53.92857142857143,55.5,56.125,51.666666666666664,50.857142857142854,63.0247946509519,57.983473518715414,67.39540780208361,54.3157984949043,63.95848421237419,0.03142857142857143,0.24428571428571427,0.34500000000000003,0.0,0.08571428571428572,29.125714285714285,29.080000000000002,29.015,29.453333333333333,29.435714285714287,29.84857142857143,29.804285714285715,29.7275,30.206666666666667,30.157142857142855
2008-05-26,1,81,47,64.0, 2,60,64,1, 0,0422,1915,TSRA RA BR,0.48,29.11,29.81,6.2,25,11.8,5,2008,22,200822,86.837168015172,61.0,53.5,51.5,52.0,53.5,67.0860046610338,60.103383374499316,62.21830341324059,58.73821122428286,51.37958696242545,54.0,53.92857142857143,55.5,56.125,51.666666666666664,57.04637308066309,63.0247946509519,57.983473518715414,67.39540780208361,54.3157984949043,0.028571428571428574,0.03142857142857143,0.24428571428571427,0.34500000000000003,0.0,29.16714285714286,29.125714285714285,29.080000000000002,29.015,29.453333333333333,29.888571428571428,29.84857142857143,29.804285714285715,29.7275,30.206666666666667
2008-05-27,1,50,42,46.0,-16,35,42,19, 0,0422,1916, ,0.0,29.5,30.19,19.2,3,19.3,5,2008,22,200822,65.27873590995324,64.0,61.0,53.5,51.5,52.0,86.837168015172,67.0860046610338,60.103383374499316,62.21830341324059,58.73821122428286,54.0,53.92857142857143,55.5,56.125,51.666666666666664,57.04637308066309,63.0247946509519,57.983473518715414,67.39540780208361,54.3157984949043,0.028571428571428574,0.03142857142857143,0.24428571428571427,0.34500000000000003,0.0,29.16714285714286,29.125714285714285,29.080000000000002,29.015,29.453333333333333,29.888571428571428,29.84857142857143,29.804285714285715,29.7275,30.206666666666667
2008-05-28,1,62,43,52.5,-10,32,43,12, 0,0421,1916, ,0.0,29.6,30.34,8.2,6,8.7,5,2008,22,200822,45.432605606529094,46.0,64.0,61.0,53.5,51.5,65.27873590995324,86.837168015172,67.0860046610338,60.103383374499316,62.21830341324059,54.0,53.92857142857143,55.5,56.125,51.666666666666664,57.04637308066309,63.0247946509519,57.983473518715414,67.39540780208361,54.3157984949043,0.028571428571428574,0.03142857142857143,0.24428571428571427,0.34500000000000003,0.0,29.16714285714286,29.125714285714285,29.080000000000002,29.015,29.453333333333333,29.888571428571428,29.84857142857143,29.804285714285715,29.7275,30.206666666666667
2008-05-29,1,67,42,54.5,-9,37,47,10, 0,0421,1917,RA,0.01,29.39,30.16,3.5,11,4.2,5,2008,22,200822,51.53135519876441,52.5,46.0,64.0,61.0,53.5,45.432605606529094,65.27873590995324,86.837168015172,67.0860046610338,60.103383374499316,54.0,53.92857142857143,55.5,56.125,51.666666666666664,57.04637308066309,63.0247946509519,57.983473518715414,67.39540780208361,54.3157984949043,0.028571428571428574,0.03142857142857143,0.24428571428571427,0.34500000000000003,0.0,29.16714285714286,29.125714285714285,29.080000000000002,29.015,29.453333333333333,29.888571428571428,29.84857142857143,29.804285714285715,29.7275,30.206666666666667
2008-05-30,1,77,55,66.0, 2,59,62,0, 1,0420,1918,TSRA RA BR,0.4,29.03,29.79,8.4,21,10.4,5,2008,22,200822,78.15557312319325,54.5,52.5,46.0,64.0,61.0,51.53135519876441,45.432605606529094,65.27873590995324,86.837168015172,67.0860046610338,54.0,53.92857142857143,55.5,56.125,51.666666666666664,57.04637308066309,63.0247946509519,57.983473518715414,67.39540780208361,54.3157984949043,0.028571428571428574,0.03142857142857143,0.24428571428571427,0.34500000000000003,0.0,29.16714285714286,29.125714285714285,29.080000000000002,29.015,29.453333333333333,29.888571428571428,29.84857142857143,29.804285714285715,29.7275,30.206666666666667
2008-05-31,1,79,59,69.0, 5,56,62,0, 4,0420,1919, ,0.0,29.1,29.8,10.8,28,11.9,5,2008,22,200822,63.26799955196621,66.0,54.5,52.5,46.0,64.0,78.15557312319325,51.53135519876441,45.432605606529094,65.27873590995324,86.837168015172,54.0,53.92857142857143,55.5,56.125,51.666666666666664,57.04637308066309,63.0247946509519,57.983473518715414,67.39540780208361,54.3157984949043,0.028571428571428574,0.03142857142857143,0.24428571428571427,0.34500000000000003,0.0,29.16714285714286,29.125714285714285,29.080000000000002,29.015,29.453333333333333,29.888571428571428,29.84857142857143,29.804285714285715,29.7275,30.206666666666667
2008-06-01,1,74,53,63.5, 0,47,55,1, 0,0419,1920, ,0.0,29.23,29.95,4.6,10,5.4,6,2008,22,200822,54.90591867117611,69.0,66.0,54.5,52.5,46.0,63.26799955196621,78.15557312319325,51.53135519876441,45.432605606529094,65.27873590995324,54.0,53.92857142857143,55.5,56.125,51.666666666666664,57.04637308066309,63.0247946509519,57.983473518715414,67.39540780208361,54.3157984949043,0.028571428571428574,0.03142857142857143,0.24428571428571427,0.34500000000000003,0.0,29.16714285714286,29.125714285714285,29.080000000000002,29.015,29.453333333333333,29.888571428571428,29.84857142857143,29.804285714285715,29.7275,30.206666666666667
2008-06-02,1,86,56,71.0, 7,52,60,0, 6,0419,1920,RA,0.1,29.16,29.89,1.9,8,4.8,6,2008,23,200823,51.06373373082498,63.5,69.0,66.0,54.5,52.5,54.90591867117611,63.26799955196621,78.15557312319325,51.53135519876441,45.432605606529094,59.357142857142854,54.0,53.92857142857143,55.5,56.125,63.629908010964904,57.04637308066309,63.0247946509519,57.983473518715414,67.39540780208361,0.12714285714285714,0.028571428571428574,0.03142857142857143,0.24428571428571427,0.34500000000000003,29.28,29.16714285714286,29.125714285714285,29.080000000000002,29.015,30.005714285714284,29.888571428571428,29.84857142857143,29.804285714285715,29.7275
2008-06-03,1,69,55,62.0,-2,55,57,3, 0,0418,1921,TSRA RA FG+ FG BR,0.52,28.97,29.69,7.3,4,9.2,6,2008,23,200823,77.82269412380828,71.0,63.5,69.0,66.0,54.5,51.06373373082498,54.90591867117611,63.26799955196621,78.15557312319325,51.53135519876441,59.357142857142854,54.0,53.92857142857143,55.5,56.125,63.629908010964904,57.04637308066309,63.0247946509519,57.983473518715414,67.39540780208361,0.12714285714285714,0.028571428571428574,0.03142857142857143,0.24428571428571427,0.34500000000000003,29.28,29.16714285714286,29.125714285714285,29.080000000000002,29.015,30.005714285714284,29.888571428571428,29.84857142857143,29.804285714285715,29.7275
2008-06-04,1,78,54,66.0, 2,59,61,0, 1,0418,1922,TSRA DZ FG+ FG BR HZ,0.1,28.9,29.62,4.5,4,5.2,6,2008,23,200823,78.15557312319325,62.0,71.0,63.5,69.0,66.0,77.82269412380828,51.06373373082498,54.90591867117611,63.26799955196621,78.15557312319325,59.357142857142854,54.0,53.92857142857143,55.5,56.125,63.629908010964904,57.04637308066309,63.0247946509519,57.983473518715414,67.39540780208361,0.12714285714285714,0.028571428571428574,0.03142857142857143,0.24428571428571427,0.34500000000000003,29.28,29.16714285714286,29.125714285714285,29.080000000000002,29.015,30.005714285714284,29.888571428571428,29.84857142857143,29.804285714285715,29.7275
2008-06-05,1,87,60,73.5, 9,68,71,0, 9,0417,1923,TSRA BR,0.64,29.0,29.7,11.5,20,14.0,6,2008,23,200823,82.94451494799479,66.0,62.0,71.0,63.5,69.0,78.15557312319325,77.82269412380828,51.06373373082498,54.90591867117611,63.26799955196621,59.357142857142854,54.0,53.92857142857143,55.5,56.125,63.629908010964904,57.04637308066309,63.0247946509519,57.983473518715414,67.39540780208361,0.12714285714285714,0.028571428571428574,0.03142857142857143,0.24428571428571427,0.34500000000000003,29.28,29.16714285714286,29.125714285714285,29.080000000000002,29.015,30.005714285714284,29.888571428571428,29.84857142857143,29.804285714285715,29.7275
2008-06-06,1,87,73,80.0,14,68,72,0,15,0417,1923,RA,0.1,29.07,29.76,21.1,20,21.5,6,2008,23,200823,66.86238676063813,73.5,66.0,62.0,71.0,63.5,82.94451494799479,78.15557312319325,77.82269412380828,51.06373373082498,54.90591867117611,59.357142857142854,54.0,53.92857142857143,55.5,56.125,63.629908010964904,57.04637308066309,63.0247946509519,57.983473518715414,67.39540780208361,0.12714285714285714,0.028571428571428574,0.03142857142857143,0.24428571428571427,0.34500000000000003,29.28,29.16714285714286,29.125714285714285,29.080000000000002,29.015,30.005714285714284,29.888571428571428,29.84857142857143,29.804285714285715,29.7275
